scheduled_ms,actual_ms,drift_ms
183840000,183839999,-0.68
183900000,183899999,-0.57
183960000,183959999,-0.39
184020000,184019999,-0.35
184080000,184079999,-0.34
184140000,184140000,0.35
184200000,184199999,-0.33
184260000,184259999,-0.24
184320000,184319998,-1.25
184380000,184380000,0.43
184440000,184440000,0.13
184500000,184500000,0.20
184560000,184560000,0.12
184620000,184620000,0.16
184680000,184680000,0.14
184740000,184740000,0.18
184800000,184800000,0.58
184860000,184860000,0.13
184920000,184920000,0.15
184980000,184980000,0.39
185040000,185039999,-0.08
185100000,185100003,3.06
185160000,185159999,-0.46
185220000,185219999,-0.32
185280000,185279999,-0.19
185340000,185339999,-0.20
185400000,185399999,-0.04
185460000,185459999,-0.17
185520000,185520000,0.22
185580000,185580004,4.69
185640000,185639999,-0.42
185700000,185699999,-0.68
185760000,185759999,-0.65
185820000,185819999,-0.39
185880000,185880004,4.55
185940000,185939998,-1.20
186000000,185999999,-0.84
186060000,186059999,-0.69
186120000,186119999,-0.60
186180000,186179999,-0.54
186240000,186239999,-0.16
186300000,186300000,0.57
186360000,186359999,-0.29
186420000,186419999,-0.19
186480000,186479999,-0.29
186540000,186540000,0.88
186600000,186599999,-0.17
186660000,186659999,-0.22
186720000,186720004,4.65
186780000,186780001,1.75
186840000,186839998,-1.11
186900000,186899999,-0.91
186960000,186960002,2.13
187020000,187019998,-1.38
187080000,187080003,3.49
187140000,187139998,-1.60
187200000,187199995,-4.28
187260000,187260006,6.31
187320000,187319998,-1.61
187380000,187379998,-1.41
187440000,187439998,-1.04
187500000,187499999,-0.69
187560000,187560004,4.39
187620000,187619998,-1.36
187680000,187679998,-1.22
187740000,187739996,-3.88
187800000,187799999,-0.23
187860000,187859999,-0.16
187920000,187919998,-1.35
187980000,187980001,1.36
188040000,188039999,-0.05
188100000,188099998,-1.13
188160000,188160000,0.62
188220000,188220000,0.40
188280000,188280000,0.64
188340000,188340000,0.37
188400000,188400002,2.13
188460000,188459999,-0.03
188520000,188519999,-0.22
188580000,188579999,-0.06
188640000,188639999,-0.21
188700000,188699999,-0.15
188760000,188760000,0.12
188820000,188819999,-0.10
188880000,188880000,0.77
188940000,188939999,-0.04
189000000,188999999,-0.00
189060000,189060002,2.32
189120000,189119999,-0.00
189180000,189180001,1.03
189240000,189239999,-0.28
189300000,189299999,-0.17
189360000,189360002,2.49
189420000,189419999,-0.53
189480000,189479999,-0.63
189540000,189539999,-0.54
189600000,189599999,-0.12
189660000,189659998,-1.61
189720000,189719999,-0.01
189780000,189780000,0.29
189840000,189840001,1.93
189900000,189899999,-0.32
189960000,189959999,-0.04
190020000,190020000,0.12
190080000,190079999,-0.24
190140000,190139999,-0.01
190200000,190200000,0.29
190260000,190260000,0.15
190320000,190320000,0.12
190380000,190379999,-0.14
190440000,190439999,-0.09
190500000,190500000,0.44
190560000,190560000,0.58
190620000,190619999,-0.10
190680000,190679996,-3.12
190740000,190740000,0.97
190800000,190800000,0.52
190860000,190860000,0.44
190920000,190920000,0.54
190980000,190980000,0.48
191040000,191040003,3.03
191100000,191099999,-0.46
191160000,191160000,0.72
191220000,191219999,-0.31
191280000,191279999,-0.44
191340000,191340005,5.52
191400000,191399998,-1.30
191460000,191459999,-0.90
191520000,191519999,-0.68
191580000,191579999,-0.52
191640000,191639999,-0.39
191700000,191699999,-0.45
191760000,191759999,-0.19
191820000,191819999,-0.28
191880000,191880000,0.12
191940000,191940000,0.37
192000000,191999999,-0.31
192060000,192060000,0.20
192120000,192119999,-0.13
192180000,192179999,-0.09
192240000,192240000,0.10
192300000,192299999,-0.01
192360000,192359999,-0.10
192420000,192420000,0.29
192480000,192480000,0.21
192540000,192540000,0.22
192600000,192600000,0.18
192660000,192659999,-0.05
192720000,192720000,0.51
192780000,192780000,0.66
192840000,192840000,0.16
192900000,192899999,-0.05
192960000,192960000,0.34
193020000,193020000,0.22
193080000,193079999,-0.02
193140000,193140000,0.11
193200000,193200000,0.10
193260000,193260000,0.22
193320000,193319999,-0.08
193380000,193380006,6.84
193440000,193439998,-1.20
193500000,193499998,-1.07
193560000,193559999,-0.83
193620000,193620000,0.32
193680000,193679999,-0.32
193740000,193739999,-0.45
193800000,193799999,-0.12
193860000,193860000,0.18
193920000,193919999,-0.29
193980000,193980000,0.29
194040000,194039999,-0.26
194100000,194100000,0.10
194160000,194159999,-0.14
194220000,194219999,-0.07
194280000,194280000,0.44
194340000,194339999,-0.00
194400000,194399999,-0.03
194460000,194460000,0.67
194520000,194520000,0.36
194580000,194580000,0.12
194640000,194639999,-0.72
194700000,194700000,0.32
194760000,194760000,0.28
194820000,194819999,-0.05
194880000,194880000,0.16
194940000,194940006,6.14
195000000,194999998,-1.02
195060000,195059999,-0.92
195120000,195119999,-0.65
195180000,195179999,-0.75
195240000,195239999,-0.32
195300000,195299999,-0.38
195360000,195359999,-0.18
195420000,195419999,-0.25
195480000,195479999,-0.22
195540000,195539999,-0.01
195600000,195599999,-0.13
195660000,195660000,0.19
195720000,195719999,-0.06
195780000,195780000,0.44
195840000,195839999,-0.02
195900000,195900000,0.21
195960000,195960000,0.19
196020000,196020003,3.41
196080000,196079999,-0.45
196140000,196139999,-0.47
196200000,196199999,-0.33
196260000,196259999,-0.33
196320000,196320000,0.55
196380000,196380000,0.36
196440000,196440000,0.45
196500000,196500000,0.32
196560000,196560000,0.91
196620000,196619999,-0.52
196680000,196680003,3.33
196740000,196739999,-0.95
196800000,196800000,0.99
196860000,196859999,-0.97
196920000,196919999,-0.48
196980000,196979999,-0.60
197040000,197039999,-0.48
197100000,197099999,-0.35
197160000,197159999,-0.12
197220000,197219999,-0.26
197280000,197280000,0.12
197340000,197339999,-0.08
197400000,197399999,-0.02
197460000,197460000,0.15
197520000,197520000,0.25
197580000,197580000,0.12
197640000,197640000,0.38
197700000,197700000,0.10
197760000,197759999,-0.03
197820000,197820000,0.10
197880000,197880000,0.16
197940000,197940000,0.17
198000000,197999999,-0.09
198060000,198059999,-0.02
198120000,198120000,0.08
198180000,198180000,0.37
198240000,198240000,0.48
198300000,198299999,-0.04
198360000,198359999,-0.01
198420000,198420000,0.51
198480000,198480000,0.21
198540000,198540000,0.16
198600000,198599999,-0.02
198660000,198659999,-0.05
198720000,198720002,2.72
198780000,198779999,-0.27
198840000,198839999,-0.14
198900000,198899999,-0.12
198960000,198959999,-0.26
199020000,199019999,-0.24
199080000,199079999,-0.01
199140000,199140004,4.37
199200000,199200001,1.89
199260000,199259998,-1.33
199320000,199319999,-0.91
199380000,199379999,-0.86
199440000,199439999,-0.55
199500000,199499999,-0.61
199560000,199559999,-0.26
199620000,199619999,-0.34
199680000,199679999,-0.17
199740000,199740002,2.85
199800000,199799999,-0.01
199860000,199859999,-0.38
199920000,199919999,-0.13
199980000,199980002,2.47
200040000,200039999,-0.78
200100000,200099999,-0.53
200160000,200159999,-0.62
200220000,200219999,-0.31
200280000,200279999,-0.09
200340000,200339999,-0.16
200400000,200399999,-0.10
200460000,200459998,-1.47
200520000,200520000,0.11
200580000,200580000,0.35
200640000,200640000,0.21
200700000,200700001,1.17
200760000,200760000,0.41
200820000,200819999,-0.23
200880000,200879999,-0.00
200940000,200940000,0.13
201000000,200999999,-0.00
201060000,201060000,0.13
201120000,201119999,-0.02
201180000,201179999,-0.03
201240000,201240000,0.10
201300000,201300000,0.09
201360000,201360000,0.51
201420000,201420000,0.21
201480000,201480000,0.59
201540000,201540000,0.29
201600000,201599999,-0.16
201660000,201659999,-0.11
201720000,201720004,4.43
201780000,201779999,-0.60
201840000,201839999,-0.67
201900000,201899999,-0.53
201960000,201959999,-0.22
202020000,202019998,-1.67
202080000,202080004,4.36
202140000,202139999,-0.58
202200000,202199999,-0.40
202260000,202259999,-0.25
202320000,202320000,0.90
202380000,202380004,4.81
202440000,202439998,-1.39
202500000,202499998,-1.19
202560000,202559999,-0.80
202620000,202619999,-0.47
202680000,202679999,-0.47
202740000,202740005,5.05
202800000,202799998,-1.25
202860000,202859999,-0.94
202920000,202919999,-0.80
202980000,202979999,-0.55
203040000,203039999,-0.46
203100000,203100006,6.73
203160000,203159998,-1.75
203220000,203219998,-1.25
203280000,203279998,-1.14
203340000,203339999,-0.89
203400000,203399997,-2.10
203460000,203460001,1.18
203520000,203520003,3.25
203580000,203579999,-0.44
203640000,203639999,-0.89
203700000,203699999,-0.16
203760000,203760000,0.82
203820000,203819999,-0.70
203880000,203879998,-1.80
203940000,203939999,-0.39
204000000,204000005,5.25
204060000,204059998,-1.23
204120000,204119999,-0.84
204180000,204179999,-0.62
204240000,204239999,-0.50
204300000,204299999,-0.53
204360000,204359999,-0.43
204420000,204419999,-0.00
204480000,204479999,-0.25
204540000,204539999,-0.21
204600000,204600000,0.11
204660000,204659998,-1.36
204720000,204720000,0.42
204780000,204780000,0.54
204840000,204840000,0.20
204900000,204900000,0.25
204960000,204960000,0.14
205020000,205020000,0.28
205080000,205080000,0.11
205140000,205140000,0.18
205200000,205200002,2.08
205260000,205260000,0.97
205320000,205319999,-0.29
205380000,205379999,-0.39
205440000,205439999,-0.17
205500000,205500000,0.85
205560000,205559999,-0.30
205620000,205620003,3.03
205680000,205679999,-0.56
205740000,205739999,-0.27
205800000,205799999,-0.30
205860000,205859999,-0.12
205920000,205919999,-0.23
205980000,205980002,2.58
206040000,206039999,-0.43
206100000,206100001,1.08
206160000,206159999,-0.56
206220000,206219999,-0.30
206280000,206279998,-1.74
206340000,206339999,-0.09
206400000,206400000,0.94
206460000,206460000,0.37
206520000,206520000,0.13
206580000,206580000,0.66
206640000,206640002,2.82
206700000,206699999,-0.45
206760000,206759999,-0.45
206820000,206819999,-0.60
206880000,206879999,-0.47
206940000,206939999,-0.27
207000000,207000000,0.11
207060000,207059999,-0.04
207120000,207120001,1.22
207180000,207180005,5.28
207240000,207239998,-1.30
207300000,207299998,-1.07
207360000,207359998,-1.04
207420000,207419999,-0.55
207480000,207479999,-0.65
207540000,207540000,0.23
207600000,207600008,8.01
207660000,207660005,5.26
207720000,207719997,-2.85
207780000,207779997,-2.28
207840000,207839998,-1.94
207900000,207899995,-4.56
207960000,207959999,-0.41
208020000,208020001,1.63
208080000,208079999,-0.09
208140000,208139999,-0.50
208200000,208199999,-0.51
208260000,208259999,-0.51
208320000,208319999,-0.28
208380000,208379999,-0.23
208440000,208439999,-0.08
208500000,208500004,4.31
208560000,208560001,1.87
208620000,208619998,-1.09
208680000,208679999,-0.89
208740000,208739999,-0.42
208800000,208799999,-0.57
208860000,208859999,-0.41
208920000,208919999,-0.27
208980000,208979999,-0.22
209040000,209039999,-0.33
209100000,209099999,-0.06
209160000,209160000,0.14
209220000,209219999,-0.18
209280000,209279998,-1.31
209340000,209340000,0.72
209400000,209400000,0.09
209460000,209460000,0.72
209520000,209520000,0.26
209580000,209580000,0.15
209640000,209640005,5.79
209700000,209699998,-1.07
209760000,209760002,2.10
209820000,209819998,-1.05
209880000,209879999,-0.85
209940000,209939999,-0.63
210000000,209999999,-0.66
210060000,210059999,-0.51
210120000,210119999,-0.32
210180000,210179999,-0.25
210240000,210239999,-0.05
210300000,210299999,-0.23
210360000,210359999,-0.12
210420000,210420000,0.12
210480000,210479999,-0.04
210540000,210540003,3.78
210600000,210599999,-0.43
210660000,210659999,-0.18
210720000,210719999,-0.15
210780000,210779999,-0.03
210840000,210839999,-0.12
210900000,210899999,-0.30
210960000,210959999,-0.06
211020000,211019999,-0.08
211080000,211079999,-0.03
211140000,211139999,-0.12
211200000,211199999,-0.15
211260000,211260000,0.10
211320000,211320000,0.09
211380000,211380000,0.12
211440000,211439999,-0.07
211500000,211499999,-0.00
211560000,211559999,-0.03
211620000,211619999,-0.15
211680000,211680000,0.40
211740000,211740000,0.89
211800000,211800004,4.64
211860000,211859999,-0.66
211920000,211919999,-0.93
211980000,211979999,-0.53
212040000,212039999,-0.39
212100000,212099999,-0.23
212160000,212159999,-0.23
212220000,212220001,1.28
212280000,212279999,-0.21
212340000,212339999,-0.44
212400000,212399999,-0.37
212460000,212460001,1.11
212520000,212519999,-0.20
212580000,212580004,4.03
212640000,212639998,-1.03
212700000,212699999,-0.88
212760000,212759999,-0.70
212820000,212820005,5.40
212880000,212879998,-1.46
212940000,212939999,-0.99
213000000,212999999,-0.83
213060000,213059999,-0.86
213120000,213119999,-0.35
213180000,213179999,-0.48
213240000,213239999,-0.19
213300000,213299999,-0.32
213360000,213360004,4.80
213420000,213419998,-1.01
213480000,213479999,-0.71
213540000,213539999,-0.54
213600000,213599999,-0.38
213660000,213659999,-0.26
213720000,213719999,-0.36
213780000,213779999,-0.12
213840000,213839999,-0.16
213900000,213900000,0.54
213960000,213959999,-0.28
214020000,214019999,-0.15
214080000,214079999,-0.12
214140000,214140000,0.53
214200000,214199999,-0.10
214260000,214260000,0.45
214320000,214320000,0.61
214380000,214379999,-0.04
214440000,214440000,0.16
214500000,214499999,-0.11
214560000,214560001,1.99
214620000,214619999,-0.42
214680000,214679999,-0.33
214740000,214739999,-0.02
214800000,214799999,-0.21
214860000,214859999,-0.18
214920000,214920000,0.37
214980000,214980000,0.16
215040000,215040002,2.60
215100000,215099999,-0.42
215160000,215159999,-0.20
215220000,215219999,-0.18
215280000,215280000,0.43
215340000,215339999,-0.06
215400000,215399999,-0.12
215460000,215459999,-0.28
215520000,215519999,-0.05
215580000,215580000,0.60
215640000,215639999,-0.22
215700000,215699999,-0.15
215760000,215760004,4.35
215820000,215819999,-0.72
215880000,215879999,-0.68
215940000,215939999,-0.28
216000000,215999999,-0.65
216060000,216059999,-0.30
216120000,216119999,-0.21
216180000,216179999,-0.05
216240000,216239999,-0.09
216300000,216299999,-0.04
216360000,216359999,-0.02
216420000,216420000,0.11
216480000,216480000,0.33
216540000,216540007,7.62
216600000,216599998,-1.22
216660000,216659998,-1.31
216720000,216720005,5.80
216780000,216779998,-1.74
216840000,216839998,-1.63
216900000,216899998,-1.43
216960000,216959999,-0.81
217020000,217019999,-0.69
217080000,217079999,-0.75
217140000,217139999,-0.26
217200000,217199999,-0.42
217260000,217259999,-0.21
217320000,217319999,-0.28
217380000,217379999,-0.05
217440000,217439999,-0.20
217500000,217500000,0.14
217560000,217560000,0.10
217620000,217620000,0.12
217680000,217680000,0.16
217740000,217739999,-0.07
217800000,217800000,0.48
217860000,217860000,0.55
217920000,217920000,0.54
217980000,217980004,4.48
218040000,218040004,4.05
218100000,218099998,-1.77
218160000,218159998,-1.16
218220000,218219998,-1.01
218280000,218279999,-0.95
218340000,218339999,-0.49
218400000,218399999,-0.45
218460000,218459999,-0.27
218520000,218520004,4.92
218580000,218580003,3.66
218640000,218639998,-1.72
218700000,218699998,-1.48
218760000,218759998,-1.31
218820000,218820004,4.70
218880000,218879998,-1.68
218940000,218939998,-1.57
219000000,218999998,-1.07
219060000,219059999,-0.86
219120000,219119999,-0.63
219180000,219179999,-0.11
219240000,219239999,-0.33
219300000,219299999,-0.32
219360000,219359999,-0.34
219420000,219419999,-0.16
219480000,219479999,-0.21
219540000,219539999,-0.20
219600000,219599999,-0.29
219660000,219659999,-0.19
219720000,219720000,0.13
219780000,219779999,-0.14
219840000,219839999,-0.09
219900000,219900000,0.88
219960000,219959999,-0.17
220020000,220020000,0.33
220080000,220080000,0.31
220140000,220139999,-0.14
220200000,220200000,0.32
220260000,220259999,-0.16
220320000,220320000,0.08
220380000,220380000,0.38
220440000,220439999,-0.08
220500000,220500000,0.19
220560000,220559999,-0.07
220620000,220620004,4.06
220680000,220679999,-0.31
220740000,220739999,-0.43
220800000,220799999,-0.38
220860000,220859999,-0.14
220920000,220920002,2.93
220980000,220979999,-0.58
221040000,221039999,-0.53
221100000,221099999,-0.59
221160000,221159999,-0.30
221220000,221219999,-0.33
221280000,221279999,-0.13
221340000,221339999,-0.02
221400000,221400000,0.41
221460000,221460000,0.54
221520000,221520000,0.16
221580000,221580000,0.15
221640000,221639999,-0.28
221700000,221700000,0.22
221760000,221760000,0.08
221820000,221819999,-0.18
221880000,221879999,-0.16
221940000,221940000,0.37
222000000,221999999,-0.04
222060000,222059999,-0.07
222120000,222120000,0.27
222180000,222180000,0.23
222240000,222240000,0.27
222300000,222300000,0.11
222360000,222360000,0.17
222420000,222420000,0.33
222480000,222480000,0.23
222540000,222540000,0.32
222600000,222600000,0.38
222660000,222659999,-0.13
222720000,222720005,5.46
222780000,222779998,-1.03
222840000,222839999,-0.68
222900000,222899999,-0.52
222960000,222959999,-0.19
223020000,223019999,-0.23
223080000,223079999,-0.43
223140000,223139999,-0.14
223200000,223199999,-0.29
223260000,223259999,-0.02
223320000,223319999,-0.06
223380000,223379999,-0.10
223440000,223439999,-0.01
223500000,223500000,0.39
223560000,223559999,-0.05
223620000,223620000,0.18
223680000,223679999,-0.27
223740000,223739999,-0.03
223800000,223800000,0.27
223860000,223859999,-0.16
223920000,223920000,0.20
223980000,223980000,0.36
224040000,224039999,-0.11
224100000,224100000,0.19
224160000,224160000,0.38
224220000,224219999,-0.09
224280000,224280000,0.39
224340000,224339999,-0.13
224400000,224400000,0.31
224460000,224460001,1.51
224520000,224519999,-0.11
224580000,224579999,-0.05
224640000,224639999,-0.10
224700000,224700001,1.59
224760000,224759999,-0.42
224820000,224819999,-0.25
224880000,224880002,2.10
224940000,224939999,-0.63
225000000,224999999,-0.17
225060000,225060000,0.28
225120000,225120000,0.62
225180000,225179999,-0.22
225240000,225239999,-0.38
225300000,225299999,-0.17
225360000,225359999,-0.09
225420000,225420003,3.06
225480000,225480000,0.14
225540000,225539999,-0.58
225600000,225600006,6.51
225660000,225659998,-1.28
225720000,225720001,1.99
225780000,225780003,3.33
225840000,225839997,-2.61
225900000,225899997,-2.03
225960000,225960002,2.89
226020000,226019997,-2.14
226080000,226079998,-1.51
226140000,226139998,-1.16
226200000,226199999,-0.80
226260000,226259999,-0.72
226320000,226319999,-0.54
226380000,226379999,-0.36
226440000,226439999,-0.31
226500000,226499999,-0.22
226560000,226559999,-0.26
226620000,226619999,-0.15
226680000,226679999,-0.21
226740000,226739999,-0.15
226800000,226800000,0.17
226860000,226859999,-0.06
226920000,226920000,0.18
226980000,226980000,0.18
227040000,227039999,-0.05
227100000,227100000,0.35
227160000,227159999,-0.04
227220000,227220000,0.99
227280000,227280006,6.11
227340000,227339998,-1.23
227400000,227399999,-0.90
227460000,227459999,-0.81
227520000,227519999,-0.44
227580000,227580007,7.46
227640000,227639998,-1.76
227700000,227699998,-1.30
227760000,227759998,-1.35
227820000,227820000,0.49
227880000,227879999,-0.92
227940000,227939999,-0.56
228000000,227999999,-0.69
228060000,228059999,-0.42
228120000,228119999,-0.42
228180000,228179999,-0.21
228240000,228240001,1.72
228300000,228299999,-0.54
228360000,228359999,-0.40
228420000,228419999,-0.14
228480000,228480004,4.49
228540000,228539999,-0.93
228600000,228599999,-0.40
228660000,228659999,-0.27
228720000,228719999,-0.45
228780000,228779999,-0.37
228840000,228839999,-0.23
228900000,228900002,2.81
228960000,228959999,-0.62
229020000,229019999,-0.72
229080000,229079999,-0.45
229140000,229139999,-0.31
229200000,229199999,-0.20
229260000,229259999,-0.37
229320000,229319999,-0.13
229380000,229379999,-0.19
229440000,229440000,0.13
229500000,229500000,0.28
229560000,229560006,6.05
229620000,229619998,-1.06
229680000,229679999,-0.82
229740000,229739999,-0.58
229800000,229799999,-0.63
229860000,229859999,-0.29
229920000,229919999,-0.21
229980000,229979999,-0.30
230040000,230039999,-0.10
230100000,230100001,1.23
230160000,230159999,-0.25
230220000,230219999,-0.00
230280000,230279999,-0.31
230340000,230339999,-0.22
230400000,230400000,0.33
230460000,230459999,-0.20
230520000,230520002,2.57
230580000,230579999,-0.39
230640000,230639999,-0.28
230700000,230699999,-0.35
230760000,230760000,0.81
230820000,230819999,-0.29
230880000,230880000,0.22
230940000,230939999,-0.15
231000000,230999999,-0.10
231060000,231059999,-0.06
231120000,231120004,4.67
231180000,231179999,-0.89
231240000,231240004,4.30
231300000,231300001,1.53
231360000,231359998,-1.76
231420000,231419998,-1.33
231480000,231479998,-1.07
231540000,231539999,-0.99
231600000,231599999,-0.58
231660000,231659999,-0.60
231720000,231719999,-0.49
231780000,231779999,-0.42
231840000,231839999,-0.42
231900000,231899999,-0.18
231960000,231959999,-0.08
232020000,232019999,-0.24
232080000,232079999,-0.00
232140000,232139999,-0.10
232200000,232200003,3.49
232260000,232259999,-0.11
232320000,232319999,-0.26
232380000,232379999,-0.36
232440000,232439999,-0.18
232500000,232500015,15.73
232560000,232559996,-3.47
232620000,232619997,-2.60
232680000,232679997,-2.13
232740000,232739998,-1.66
232800000,232799998,-1.29
232860000,232859999,-0.14
232920000,232919999,-0.69
232980000,232979999,-0.59
233040000,233040000,0.45
233100000,233099999,-0.67
233160000,233159999,-0.56
233220000,233220003,3.69
233280000,233279999,-0.88
233340000,233339999,-0.69
233400000,233399999,-0.78
233460000,233459999,-0.55
233520000,233519999,-0.44
233580000,233579999,-0.24
233640000,233639999,-0.22
233700000,233699999,-0.20
233760000,233759999,-0.11
233820000,233820000,0.13
233880000,233880000,0.17
233940000,233940004,4.66
234000000,233999999,-0.70
234060000,234060007,7.05
234120000,234119997,-2.04
234180000,234179998,-1.52
234240000,234239998,-1.19
234300000,234299999,-0.86
234360000,234359999,-0.85
234420000,234419999,-0.67
234480000,234479999,-0.50
234540000,234540005,5.83
234600000,234599998,-1.43
234660000,234659999,-0.97
234720000,234719999,-0.79
234780000,234779999,-0.74
234840000,234839999,-0.51
234900000,234899999,-0.24
234960000,234959999,-0.31
235020000,235020000,0.14
235080000,235080000,0.12
235140000,235139999,-0.21
235200000,235199999,-0.15
235260000,235259999,-0.16
235320000,235320000,0.13
235380000,235380000,0.17
235440000,235439999,-0.03
235500000,235500000,0.16
235560000,235560000,0.49
235620000,235620000,0.10
235680000,235680000,0.16
235740000,235739997,-2.96
235800000,235800005,5.84
235860000,235859999,-0.28
235920000,235920000,0.16
235980000,235979999,-0.59
236040000,236040010,10.27
236100000,236099995,-4.99
236160000,236159995,-4.32
236220000,236219999,-0.46
236280000,236279999,-0.32
236340000,236340000,0.27
236400000,236399996,-3.32
236460000,236460000,0.37
236520000,236519997,-2.76
236580000,236579997,-2.26
236640000,236640020,20.15
236700000,236699997,-2.55
236760000,236759997,-2.05
236820000,236819998,-1.67
236880000,236879995,-4.27
236940000,236939999,-0.20
237000000,236999999,-0.22
237060000,237059996,-3.25
237120000,237120000,0.80
237180000,237180007,7.34
237240000,237239999,-0.56
237300000,237300002,2.07
237360000,237359998,-1.18
237420000,237419999,-0.94
237480000,237479999,-0.78
237540000,237539999,-0.53
237600000,237599999,-0.54
237660000,237659999,-0.32
237720000,237720002,2.78
237780000,237779999,-0.66
237840000,237839996,-3.52
237900000,237899999,-0.02
237960000,237959999,-0.03
238020000,238020000,0.11
238080000,238080000,0.12
238140000,238140000,0.36
238200000,238200000,0.38
238260000,238260005,5.51
238320000,238319999,-0.65
238380000,238379999,-0.88
238440000,238439999,-0.00
238500000,238499999,-0.51
238560000,238559999,-0.50
238620000,238620006,6.16
238680000,238679998,-1.33
238740000,238739998,-1.28
238800000,238799999,-0.93
238860000,238859997,-2.06
238920000,238919999,-0.26
238980000,238979999,-0.10
239040000,239039999,-0.21
239100000,239100004,4.51
239160000,239159999,-0.98
239220000,239219999,-0.60
239280000,239279999,-0.37
239340000,239339999,-0.24
239400000,239400000,0.49
239460000,239459999,-0.22
239520000,239519999,-0.11
239580000,239579999,-0.34
239640000,239639999,-0.08
239700000,239700000,0.39
239760000,239759999,-0.18
239820000,239819999,-0.27
239880000,239880000,0.22
239940000,239940004,4.71
240000000,239999999,-0.96
240060000,240059999,-0.82
240120000,240119999,-0.54
240180000,240179999,-0.58
240240000,240239999,-0.54
240300000,240299999,-0.15
240360000,240359999,-0.17
240420000,240419999,-0.07
240480000,240479999,-0.18
240540000,240539999,-0.07
240600000,240600000,0.11
240660000,240660000,0.39
240720000,240719999,-0.04
240780000,240779999,-0.06
240840000,240840000,0.18
240900000,240900000,0.14
240960000,240960000,0.35
241020000,241020000,0.10
241080000,241080003,3.45
241140000,241139999,-0.32
241200000,241199999,-0.32
241260000,241259999,-0.44
241320000,241319999,-0.16
241380000,241379999,-0.16
241440000,241439999,-0.29
241500000,241499999,-0.05
241560000,241559999,-0.10
241620000,241619999,-0.08
241680000,241680000,0.32
241740000,241740000,0.34
241800000,241800000,0.15
241860000,241860000,0.13
241920000,241920000,0.25
241980000,241980000,0.11
242040000,242039999,-0.08
242100000,242099999,-0.06
242160000,242159999,-0.02
242220000,242220000,0.51
242280000,242279999,-0.05
242340000,242340000,0.27
242400000,242400000,0.18
242460000,242460000,0.09
242520000,242520000,0.40
242580000,242579999,-0.11
242640000,242640000,0.27
242700000,242700001,1.58
242760000,242759999,-0.06
242820000,242820001,1.28
242880000,242879999,-0.20
242940000,242939999,-0.18
243000000,243000006,6.15
243060000,243059998,-1.23
243120000,243119998,-1.06
243180000,243179999,-0.88
243240000,243239999,-0.57
243300000,243299999,-0.63
243360000,243360005,5.05
243420000,243419998,-1.15
243480000,243479999,-0.61
243540000,243539999,-0.87
243600000,243599999,-0.39
243660000,243659999,-0.53
243720000,243720000,0.88
243780000,243779999,-0.50
243840000,243839999,-0.41
243900000,243899999,-0.30
243960000,243960000,0.11
244020000,244019999,-0.23
244080000,244079999,-0.35
244140000,244139999,-0.24
244200000,244199999,-0.17
244260000,244260000,0.14
244320000,244320000,0.44
244380000,244379999,-0.04
244440000,244440000,0.88
244500000,244499999,-0.06
244560000,244559999,-0.02
244620000,244619999,-0.13
244680000,244680000,0.12
244740000,244740000,0.36
244800000,244800000,0.08
244860000,244859999,-0.13
244920000,244920000,0.17
244980000,244980000,0.31
245040000,245039999,-0.10
245100000,245100000,0.27
245160000,245160008,8.08
245220000,245219998,-1.35
245280000,245279998,-1.24
245340000,245339999,-0.69
245400000,245399999,-0.82
245460000,245459999,-0.41
245520000,245519999,-0.35
245580000,245579999,-0.25
245640000,245639999,-0.20
245700000,245699999,-0.30
245760000,245760007,7.06
245820000,245819998,-1.32
245880000,245879998,-1.01
245940000,245939999,-0.51
246000000,245999999,-0.87
246060000,246059999,-0.68
246120000,246119999,-0.40
246180000,246179999,-0.25
246240000,246239999,-0.12
246300000,246299999,-0.25
246360000,246359999,-0.22
246420000,246420000,0.13
246480000,246480000,0.08
246540000,246540000,0.26
246600000,246600000,0.35
246660000,246660000,0.45
246720000,246720004,4.24
246780000,246779999,-0.75
246840000,246839999,-0.57
246900000,246899998,-1.66
246960000,246959999,-0.10
247020000,247019999,-0.07
247080000,247080006,6.51
247140000,247140004,4.76
247200000,247199997,-2.20
247260000,247259998,-1.68
247320000,247319998,-1.37
247380000,247379999,-0.18
247440000,247439999,-0.84
247500000,247499999,-0.71
247560000,247559999,-0.56
247620000,247619999,-0.47
247680000,247679999,-0.28
247740000,247739999,-0.29
247800000,247799999,-0.09
247860000,247859999,-0.02
247920000,247920000,0.12
247980000,247979999,-0.19
248040000,248040000,0.16
248100000,248100000,0.14
248160000,248159999,-0.20
248220000,248219999,-0.08
248280000,248279999,-0.21
248340000,248339999,-0.14
248400000,248400000,0.16
248460000,248459999,-0.13
248520000,248520004,4.45
248580000,248579999,-0.72
248640000,248640005,5.62
248700000,248699998,-1.57
248760000,248759998,-1.10
248820000,248819998,-1.06
248880000,248879999,-0.73
248940000,248939999,-0.71
249000000,248999999,-0.53
249060000,249059999,-0.21
249120000,249120006,6.43
249180000,249179998,-1.50
249240000,249239998,-1.20
249300000,249299999,-0.76
249360000,249359999,-0.50
249420000,249419996,-3.64
249480000,249480000,0.52
249540000,249539999,-0.02
249600000,249600000,0.24
249660000,249660000,0.86
249720000,249719999,-0.10
249780000,249780000,0.28
249840000,249840000,0.13
249900000,249899999,-0.01
249960000,249959999,-0.08
250020000,250020000,0.15
